"_oid","_parent_oid","_last_modified","file_class","file_creationInfo_agencyID","file_creationInfo_agencyURI_resourceID","file_creationInfo_agencyURI_used","file_creationInfo_author","file_creationInfo_authorURI_resourceID","file_creationInfo_authorURI_used","file_creationInfo_creationTime","file_creationInfo_creationTime_ms","file_creationInfo_version","file_creationInfo_used","file_description","file_filename","file_type","file_url"
106216,1,2017-03-25 16:13:55,picture,,,0,,,0,,,,0,The station is installed in the basement of this building,DSCF7008.JPG,image/jpeg,/stationbook-files/Z3/A023A/DSCF7008.JPG
106219,1,2017-03-25 16:20:14,picture,,,0,,,0,,,,0,Sensor is installed directly on the ground in a building using the standard Nanometrics insulation case,DSCF7016.JPG,image/jpeg,/stationbook-files/Z3/A031A/DSCF7016.JPG
106222,1,2017-04-22 21:11:34,picture,,,0,,,0,,,,0,Building of the station (funeral home).,"2015-08-18_11.28.43.jpg",image/jpeg,/stationbook-files/Z3/A268A/2015-08-18_11.28.43.jpg
106224,1,2017-04-22 21:11:19,picture,,,0,,,0,,,,0,Insulated sensor inside the building.,"2016-02-02_11.40.26.jpg",image/jpeg,/stationbook-files/Z3/A268A/2016-02-02_11.40.26.jpg
106230,1,2017-03-28 14:41:09,picture,,,0,,,0,,,,0,Housing street view,IMG_3503.JPG,image/jpeg,/stationbook-files/Z3/A002B/IMG_3503.JPG
106232,1,2017-03-28 14:41:38,picture,,,0,,,0,,,,0,Inside wine cellar view - sensor is as end of tunnel,IMG_3502.JPG,image/jpeg,/stationbook-files/Z3/A002B/IMG_3502.JPG
106234,1,2017-03-28 14:42:36,picture,,,0,,,0,,,,0,Burried sensor,IMG_3500.JPG,image/jpeg,/stationbook-files/Z3/A002B/IMG_3500.JPG
106238,1,2017-03-28 14:57:16,picture,,,0,,,0,,,,0,Neighboring house,IMG_3364.JPG,image/jpeg,/stationbook-files/Z3/A005B/IMG_3364.JPG
106240,1,2017-03-28 14:57:33,picture,,,0,,,0,,,,0,Cellar entrance,IMG_3363.JPG,image/jpeg,/stationbook-files/Z3/A005B/IMG_3363.JPG
106242,1,2017-03-28 14:58:04,picture,,,0,,,0,,,,0,Sensor and installation,IMG_3347.JPG,image/jpeg,/stationbook-files/Z3/A005B/IMG_3347.JPG
106245,1,2017-03-28 15:09:22,picture,,,0,,,0,,,,0,Outside view of chapel,IMG_3512.JPG,image/jpeg,/stationbook-files/Z3/A011B/IMG_3512.JPG
106247,1,2017-03-28 15:10:37,picture,,,0,,,0,,,,0,Sensor,IMG_3535.JPG,image/jpeg,/stationbook-files/Z3/A011B/IMG_3535.JPG
106250,1,2017-03-28 15:21:20,picture,,,0,,,0,,,,0,Outside view of farm house,outside.png,image/png,/stationbook-files/Z3/A024B/outside.png
106252,1,2017-03-28 15:21:47,picture,,,0,,,0,,,,0,Sensor (below box in pit) during installation,sensor.png,image/png,/stationbook-files/Z3/A024B/sensor.png
106280,1,2017-03-31 15:56:56,picture,,,0,,,0,,,,0,Exterior of the industrial building ,Z3.A302A.jpg,image/jpeg,/stationbook-files/Z3/A302A/Z3.A302A.jpg
106282,1,2017-03-31 15:59:03,picture,,,0,,,0,,,,0,Sensor location ,SensorZ3.A302A.jpg,image/jpeg,/stationbook-files/Z3/A302A/SensorZ3.A302A.jpg
106285,1,2017-03-31 16:44:22,picture,,,0,,,0,,,,0,Exterior of building,BuildingZ3.A303A.jpg,image/jpeg,/stationbook-files/Z3/A303A/BuildingZ3.A303A.jpg
106287,1,2017-03-31 16:46:20,picture,,,0,,,0,,,,0,Sensor location ,SensorZ3.A303A.jpg,image/jpeg,/stationbook-files/Z3/A303A/SensorZ3.A303A.jpg
106290,1,2017-03-31 17:09:38,picture,,,0,,,0,,,,0,Exterior of the industrial building ,BuildingZ3.A300A.jpg,image/jpeg,/stationbook-files/Z3/A300A/BuildingZ3.A300A.jpg
106292,1,2017-03-31 17:11:55,picture,,,0,,,0,,,,0,Sensor location 1,SensorZ3.A300A.jpg,image/jpeg,/stationbook-files/Z3/A300A/SensorZ3.A300A.jpg
106294,1,2017-03-31 17:13:07,picture,,,0,,,0,,,,0,Sensor location 2,SensorZ3.A300A_2.jpg,image/jpeg,/stationbook-files/Z3/A300A/SensorZ3.A300A_2.jpg
106297,1,2017-03-31 17:37:59,picture,,,0,,,0,,,,0,Installation,BuildingZ3.A301A.jpg,image/jpeg,/stationbook-files/Z3/A301A/BuildingZ3.A301A.jpg
106299,1,2017-03-31 17:39:23,picture,,,0,,,0,,,,0,Sensor location 1,SensorZ3.A301A.jpg,image/jpeg,/stationbook-files/Z3/A301A/SensorZ3.A301A.jpg
106301,1,2017-03-31 17:41:06,picture,,,0,,,0,,,,0,Sensor location 2,SensorZ3.A301A_2.jpg,image/jpeg,/stationbook-files/Z3/A301A/SensorZ3.A301A_2.jpg
106304,1,2017-04-07 13:12:53,picture,,,0,,,0,,,,0,Sensor positioning,Sensor.Z3A309A.jpg,image/jpeg,/stationbook-files/Z3/A309A/Sensor.Z3A309A.jpg
106306,1,2017-04-07 13:13:52,picture,,,0,,,0,,,,0,Sensor cover,Sensor.Z3A309A_2.jpg,image/jpeg,/stationbook-files/Z3/A309A/Sensor.Z3A309A_2.jpg
106308,1,2017-04-07 13:14:51,picture,,,0,,,0,,,,0,Station location,Station.Z3A309A.jpg,image/jpeg,/stationbook-files/Z3/A309A/Station.Z3A309A.jpg
106315,1,2017-04-07 15:02:34,picture,,,0,,,0,,,,0,Sensor location,Sensor.Z3A308A.jpg,image/jpeg,/stationbook-files/Z3/A308A/Sensor.Z3A308A.jpg
106317,1,2017-04-07 15:03:02,picture,,,0,,,0,,,,0,Sensor cover,Sensor.Z3A308A_2.jpg,image/jpeg,/stationbook-files/Z3/A308A/Sensor.Z3A308A_2.jpg
106319,1,2017-04-07 15:06:37,picture,,,0,,,0,,,,0,Building exterior,Building.Z3A308A.jpg,image/jpeg,/stationbook-files/Z3/A308A/Building.Z3A308A.jpg
106324,1,2017-04-07 15:22:25,picture,,,0,,,0,,,,0,Building exterior,Building.Z3A305A.jpg,image/jpeg,/stationbook-files/Z3/A305A/Building.Z3A305A.jpg
106326,1,2017-04-07 15:22:52,picture,,,0,,,0,,,,0,Sensor location,Sensor.Z3A305A.jpg,image/jpeg,/stationbook-files/Z3/A305A/Sensor.Z3A305A.jpg
106328,1,2017-04-07 15:23:18,picture,,,0,,,0,,,,0,Station,Station.Z3A305A.jpg,image/jpeg,/stationbook-files/Z3/A305A/Station.Z3A305A.jpg
106331,1,2017-04-07 15:58:16,picture,,,0,,,0,,,,0,Building exterior,Building.Z3A307A.jpg,image/jpeg,/stationbook-files/Z3/A307A/Building.Z3A307A.jpg
106333,1,2017-04-07 15:58:40,picture,,,0,,,0,,,,0,Sensor location,Sensor.Z3A307A.jpg,image/jpeg,/stationbook-files/Z3/A307A/Sensor.Z3A307A.jpg
106338,1,2017-04-10 11:31:59,picture,,,0,,,0,,,,0,Building exterior,Building.Z3A306A.jpg,image/jpeg,/stationbook-files/Z3/A306A/Building.Z3A306A.jpg
106340,1,2017-04-10 11:32:44,picture,,,0,,,0,,,,0,Sensor,Sensor.Z3A306A.jpg,image/jpeg,/stationbook-files/Z3/A306A/Sensor.Z3A306A.jpg
106344,1,2017-04-10 11:34:14,picture,,,0,,,0,,,,0,Sensor location,Sensor.Z3A306A_2.jpg,image/jpeg,/stationbook-files/Z3/A306A/Sensor.Z3A306A_2.jpg
106347,1,2017-04-10 12:05:57,picture,,,0,,,0,,,,0,Sensor location,Sensor.Z3A316A.JPG,image/jpeg,/stationbook-files/Z3/A316A/Sensor.Z3A316A.JPG
106349,1,2017-04-10 12:06:29,picture,,,0,,,0,,,,0,Sensor cover,Sensor.Z3A316A_2.JPG,image/jpeg,/stationbook-files/Z3/A316A/Sensor.Z3A316A_2.JPG
106358,1,2017-04-10 15:06:13,picture,,,0,,,0,,,,0,Sensor positioning,Sensor.Z3A318A.JPG,image/jpeg,/stationbook-files/Z3/A318A/Sensor.Z3A318A.JPG
106360,1,2017-04-10 15:07:20,picture,,,0,,,0,,,,0,Station location,Station.Z3A318A.JPG,image/jpeg,/stationbook-files/Z3/A318A/Station.Z3A318A.JPG
106363,1,2017-04-10 15:33:39,picture,,,0,,,0,,,,0,Building exterior,Building.Z3A312A.jpg,image/jpeg,/stationbook-files/Z3/A312A/Building.Z3A312A.jpg
106367,1,2017-04-10 15:35:27,picture,,,0,,,0,,,,0,Sensor location,Sensor.Z3A312A.jpg,image/jpeg,/stationbook-files/Z3/A312A/Sensor.Z3A312A.jpg
106369,1,2017-04-10 15:35:53,picture,,,0,,,0,,,,0,Station,Station.Z3A312A.jpg,image/jpeg,/stationbook-files/Z3/A312A/Station.Z3A312A.jpg
106372,1,2017-04-10 15:45:06,picture,,,0,,,0,,,,0,Building,Building.Z3A313A.jpg,image/jpeg,/stationbook-files/Z3/A313A/Building.Z3A313A.jpg
106374,1,2017-04-10 15:45:30,picture,,,0,,,0,,,,0,Sensor location,Sensor.Z3A313A.jpg,image/jpeg,/stationbook-files/Z3/A313A/Sensor.Z3A313A.jpg
106376,1,2017-04-11 10:41:14,picture,,,0,,,0,,,,0,A071A,A071a.jpg,image/jpeg,/stationbook-files/Z3/A071A/A071a.jpg
106378,1,2017-04-11 10:42:25,picture,,,0,,,0,,,,0,A072A,A072a.JPG,image/jpeg,/stationbook-files/Z3/A072A/A072a.JPG
106380,1,2017-04-11 10:42:47,picture,,,0,,,0,,,,0,A072A,A072b.JPG,image/jpeg,/stationbook-files/Z3/A072A/A072b.JPG
106382,1,2017-04-11 10:43:38,picture,,,0,,,0,,,,0,A073A,A073a.jpg,image/jpeg,/stationbook-files/Z3/A073A/A073a.jpg
106384,1,2017-04-11 10:44:00,picture,,,0,,,0,,,,0,A073A,A073b.jpg,image/jpeg,/stationbook-files/Z3/A073A/A073b.jpg
106386,1,2017-04-11 10:44:49,picture,,,0,,,0,,,,0,A075A,A075a.jpg,image/jpeg,/stationbook-files/Z3/A075A/A075a.jpg
106388,1,2017-04-11 10:45:08,picture,,,0,,,0,,,,0,A075A,A075b.JPG,image/jpeg,/stationbook-files/Z3/A075A/A075b.JPG
106390,1,2017-04-11 10:46:40,picture,,,0,,,0,,,,0,A076A,A076a.jpg,image/jpeg,/stationbook-files/Z3/A076A/A076a.jpg
106392,1,2017-04-11 10:47:10,picture,,,0,,,0,,,,0,A076A,A076b.JPG,image/jpeg,/stationbook-files/Z3/A076A/A076b.JPG
106394,1,2017-04-11 10:47:30,picture,,,0,,,0,,,,0,A076A,A076c.JPG,image/jpeg,/stationbook-files/Z3/A076A/A076c.JPG
106396,1,2017-04-11 10:48:08,picture,,,0,,,0,,,,0,A076A,A076d.JPG,image/jpeg,/stationbook-files/Z3/A076A/A076d.JPG
106398,1,2017-04-11 10:49:00,picture,,,0,,,0,,,,0,A077A,A077a.jpg,image/jpeg,/stationbook-files/Z3/A077A/A077a.jpg
106400,1,2017-04-11 10:49:13,picture,,,0,,,0,,,,0,A077A,A077b.jpg,image/jpeg,/stationbook-files/Z3/A077A/A077b.jpg
106402,1,2017-04-11 10:50:03,picture,,,0,,,0,,,,0,A080A,A080a.JPG,image/jpeg,/stationbook-files/Z3/A080A/A080a.JPG
106404,1,2017-04-11 10:50:22,picture,,,0,,,0,,,,0,A080A,A080b.JPG,image/jpeg,/stationbook-files/Z3/A080A/A080b.JPG
106406,1,2017-04-11 10:51:24,picture,,,0,,,0,,,,0,A081A,A081a.jpg,image/jpeg,/stationbook-files/Z3/A081A/A081a.jpg
106408,1,2017-04-11 10:52:39,picture,,,0,,,0,,,,0,A082A,A082a.jpg,image/jpeg,/stationbook-files/Z3/A082A/A082a.jpg
106410,1,2017-04-11 10:53:10,picture,,,0,,,0,,,,0,A082A,A082b.JPG,image/jpeg,/stationbook-files/Z3/A082A/A082b.JPG
106412,1,2017-04-11 10:55:41,picture,,,0,,,0,,,,0,A083A,A083a.jpg,image/jpeg,/stationbook-files/Z3/A083A/A083a.jpg
106414,1,2017-04-11 10:56:25,picture,,,0,,,0,,,,0,A084A,A084a.JPG,image/jpeg,/stationbook-files/Z3/A084A/A084a.JPG
106416,1,2017-04-11 10:56:42,picture,,,0,,,0,,,,0,A084A,A084b.JPG,image/jpeg,/stationbook-files/Z3/A084A/A084b.JPG
106418,1,2017-04-11 10:57:02,picture,,,0,,,0,,,,0,A084A,A084c.JPG,image/jpeg,/stationbook-files/Z3/A084A/A084c.JPG
106420,1,2017-04-11 10:57:27,picture,,,0,,,0,,,,0,A084A,A084d.jpg,image/jpeg,/stationbook-files/Z3/A084A/A084d.jpg
106422,1,2017-04-11 11:00:44,picture,,,0,,,0,,,,0,A085A,A085a.jpg,image/jpeg,/stationbook-files/Z3/A085A/A085a.jpg
106424,1,2017-04-11 11:01:28,picture,,,0,,,0,,,,0,A086A,A086a.JPG,image/jpeg,/stationbook-files/Z3/A086A/A086a.JPG
106426,1,2017-04-11 11:01:57,picture,,,0,,,0,,,,0,A086A,A086b.jpg,image/jpeg,/stationbook-files/Z3/A086A/A086b.jpg
106428,1,2017-04-11 11:03:09,picture,,,0,,,0,,,,0,A087A,A087a.JPG,image/jpeg,/stationbook-files/Z3/A087A/A087a.JPG
106430,1,2017-04-11 11:03:30,picture,,,0,,,0,,,,0,A087A,A087b.JPG,image/jpeg,/stationbook-files/Z3/A087A/A087b.JPG
106432,1,2017-04-11 11:04:39,picture,,,0,,,0,,,,0,A088A,A088a.JPG,image/jpeg,/stationbook-files/Z3/A088A/A088a.JPG
106434,1,2017-04-11 11:05:17,picture,,,0,,,0,,,,0,A088A,A088b.JPG,image/jpeg,/stationbook-files/Z3/A088A/A088b.JPG
106436,1,2017-04-11 11:05:34,picture,,,0,,,0,,,,0,A088A,A088c.JPG,image/jpeg,/stationbook-files/Z3/A088A/A088c.JPG
106438,1,2017-04-11 11:06:32,picture,,,0,,,0,,,,0,A089A,A089a.JPG,image/jpeg,/stationbook-files/Z3/A089A/A089a.JPG
106440,1,2017-04-11 11:07:20,picture,,,0,,,0,,,,0,A090A,A090a.jpg,image/jpeg,/stationbook-files/Z3/A090A/A090a.jpg
106442,1,2017-04-11 11:07:33,picture,,,0,,,0,,,,0,A090A,A090b.JPG,image/jpeg,/stationbook-files/Z3/A090A/A090b.JPG
106444,1,2017-04-11 11:07:46,picture,,,0,,,0,,,,0,A090A,A090c.JPG,image/jpeg,/stationbook-files/Z3/A090A/A090c.JPG
112661,1,2017-04-22 20:12:08,picture,,,0,,,0,,,,0,Insulated sensor in the building.,A260_2.jpg,image/jpeg,/stationbook-files/Z3/A260A/A260_2.jpg
112663,1,2017-04-22 20:13:55,picture,,,0,,,0,,,,0,Building of the station.,A260_11.jpg,image/jpeg,/stationbook-files/Z3/A260A/A260_11.jpg
112665,1,2017-04-22 20:15:06,picture,,,0,,,0,,,,0,Building of the station.,A260_12.jpg,image/jpeg,/stationbook-files/Z3/A260A/A260_12.jpg
112667,1,2017-04-22 20:29:05,picture,,,0,,,0,,,,0,Surroundings of the station.,P1050894.JPG,image/jpeg,/stationbook-files/Z3/A261A/P1050894.JPG
112669,1,2017-04-22 20:30:59,picture,,,0,,,0,,,,0,Insulated sensor in the vault.,P1050899.JPG,image/jpeg,/stationbook-files/Z3/A261A/P1050899.JPG
112671,1,2017-04-22 20:32:23,picture,,,0,,,0,,,,0,Vault of the station.,P1050901.JPG,image/jpeg,/stationbook-files/Z3/A261A/P1050901.JPG
112675,1,2017-04-22 20:36:48,picture,,,0,,,0,,,,0,Building of the station.,"20170404_172613.jpg",image/jpeg,/stationbook-files/Z3/A262A/20170404_172613.jpg
112677,1,2017-04-22 20:38:53,picture,,,0,,,0,,,,0,Insulated sensor in the building.,A262_10.jpg,image/jpeg,/stationbook-files/Z3/A262A/A262_10.jpg
112679,1,2017-04-22 20:41:10,picture,,,0,,,0,,,,0,Building of the station (funeral home).,WP_000349.jpg,image/jpeg,/stationbook-files/Z3/A263A/WP_000349.jpg
112681,1,2017-04-22 20:41:26,picture,,,0,,,0,,,,0,Insulated sensor in the building.,WP_000352.jpg,image/jpeg,/stationbook-files/Z3/A263A/WP_000352.jpg
112683,1,2017-04-22 20:45:22,picture,,,0,,,0,,,,0,Surroundings of the station.,A264_9.jpg,image/jpeg,/stationbook-files/Z3/A264A/A264_9.jpg
112685,1,2017-04-22 20:45:54,picture,,,0,,,0,,,,0,Vault of the station.,A264_4.jpg,image/jpeg,/stationbook-files/Z3/A264A/A264_4.jpg
112687,1,2017-04-22 20:47:19,picture,,,0,,,0,,,,0,Insulated sensor in the vault.,P1060025.JPG,image/jpeg,/stationbook-files/Z3/A264A/P1060025.JPG
112689,1,2017-04-22 20:51:54,picture,,,0,,,0,,,,0,Building of the station.,WP_000342.jpg,image/jpeg,/stationbook-files/Z3/A265A/WP_000342.jpg
112691,1,2017-04-22 20:52:27,picture,,,0,,,0,,,,0,Insulated sensor in cellar of the building.,WP_000341.jpg,image/jpeg,/stationbook-files/Z3/A265A/WP_000341.jpg
112693,1,2017-04-22 21:06:17,picture,,,0,,,0,,,,0,The cellar where the station is located.,A266A_01.jpg,image/jpeg,/stationbook-files/Z3/A266A/A266A_01.jpg
112695,1,2017-04-22 21:06:55,picture,,,0,,,0,,,,0,Insulated sensor in the cellar.,A266A_02.jpg,image/jpeg,/stationbook-files/Z3/A266A/A266A_02.jpg
112697,1,2017-04-22 21:09:06,picture,,,0,,,0,,,,0,Building of the station.,"2015-08-19_11.56.41.jpg",image/jpeg,/stationbook-files/Z3/A267A/2015-08-19_11.56.41.jpg
112699,1,2017-04-22 21:10:14,picture,,,0,,,0,,,,0,Insulated sensor in cellar of the building.,A267A_02.jpg,image/jpeg,/stationbook-files/Z3/A267A/A267A_02.jpg
112701,1,2017-04-22 21:13:39,picture,,,0,,,0,,,,0,Building of the station.,"2015-08-06_10.41.27.jpg",image/jpeg,/stationbook-files/Z3/A269A/2015-08-06_10.41.27.jpg
112703,1,2017-04-22 21:14:46,picture,,,0,,,0,,,,0,Insulated sensor in cellar of the building.,Baj_02.jpg,image/jpeg,/stationbook-files/Z3/A269A/Baj_02.jpg
112705,1,2017-04-22 21:17:54,picture,,,0,,,0,,,,0,Building of the station.,"20170327_095213.jpg",image/jpeg,/stationbook-files/Z3/A270A/20170327_095213.jpg
112707,1,2017-04-22 21:20:47,picture,,,0,,,0,,,,0,Location of the station in the basement.,"20170327_095234.jpg",image/jpeg,/stationbook-files/Z3/A270A/20170327_095234.jpg
112709,1,2017-04-22 21:21:28,picture,,,0,,,0,,,,0,Insulated sensor in the basement of the building.,"20170327_103609.jpg",image/jpeg,/stationbook-files/Z3/A270A/20170327_103609.jpg
112711,1,2017-04-22 21:28:41,picture,,,0,,,0,,,,0,Building of the station (funeral home).,P1060002.JPG,image/jpeg,/stationbook-files/Z3/A273A/P1060002.JPG
112713,1,2017-04-22 21:30:38,picture,,,0,,,0,,,,0,Sensor and digitiser inside the building.,WP_000445.jpg,image/jpeg,/stationbook-files/Z3/A273A/WP_000445.jpg
114227,1,2017-06-19 10:45:09,picture,,,0,,,0,,,,0,Location,KI07-5031.jpg,image/jpeg,/stationbook-files/Z3/A038A/KI07-5031.jpg
114229,1,2017-06-19 10:45:45,picture,,,0,,,0,,,,0,Sensor,KI07-5023.jpg,image/jpeg,/stationbook-files/Z3/A038A/KI07-5023.jpg
114234,1,2017-06-19 10:51:09,picture,,,0,,,0,,,,0,Site,Img-5469.jpg,image/jpeg,/stationbook-files/Z3/A140A/Img-5469.jpg
114236,1,2017-06-19 10:51:41,picture,,,0,,,0,,,,0,Sensor,KI01-4896.jpg,image/jpeg,/stationbook-files/Z3/A140A/KI01-4896.jpg
114239,1,2017-06-19 10:53:29,picture,,,0,,,0,,,,0,Site,Img-5565.jpg,image/jpeg,/stationbook-files/Z3/A141A/Img-5565.jpg
114241,1,2017-06-19 10:54:06,picture,,,0,,,0,,,,0,Sensor,DSCN2283.JPG,image/jpeg,/stationbook-files/Z3/A141A/DSCN2283.JPG
114243,1,2017-06-19 10:54:29,picture,,,0,,,0,,,,0,Panorama,DSCN2322_stitch.jpg,image/jpeg,/stationbook-files/Z3/A141A/DSCN2322_stitch.jpg
114246,1,2017-06-19 10:56:37,picture,,,0,,,0,,,,0,Site,KI04-4866.jpg,image/jpeg,/stationbook-files/Z3/A143A/KI04-4866.jpg
114248,1,2017-06-19 10:57:09,picture,,,0,,,0,,,,0,Sensor,KI04-4857.jpg,image/jpeg,/stationbook-files/Z3/A143A/KI04-4857.jpg
114252,1,2017-06-19 10:59:38,picture,,,0,,,0,,,,0,Site,DSCN2288.JPG,image/jpeg,/stationbook-files/Z3/A144A/DSCN2288.JPG
114254,1,2017-06-19 11:00:07,picture,,,0,,,0,,,,0,Sensor,DSCN2276.JPG,image/jpeg,/stationbook-files/Z3/A144A/DSCN2276.JPG
114258,1,2017-06-19 11:02:24,picture,,,0,,,0,,,,0,Site,KI06-4992.jpg,image/jpeg,/stationbook-files/Z3/A145A/KI06-4992.jpg
114260,1,2017-06-19 11:02:54,picture,,,0,,,0,,,,0,Sensor,DSCN2263.JPG,image/jpeg,/stationbook-files/Z3/A145A/DSCN2263.JPG
114262,1,2017-06-19 11:03:45,picture,,,0,,,0,,,,0,Site,DSCN2217.JPG,image/jpeg,/stationbook-files/Z3/A146A/DSCN2217.JPG
114264,1,2017-06-19 11:04:07,picture,,,0,,,0,,,,0,Sensor,DSCN2211.JPG,image/jpeg,/stationbook-files/Z3/A146A/DSCN2211.JPG
114269,1,2017-06-19 11:07:39,picture,,,0,,,0,,,,0,Site,Img-5524.jpg,image/jpeg,/stationbook-files/Z3/A147A/Img-5524.jpg
114271,1,2017-06-19 11:07:53,picture,,,0,,,0,,,,0,Sensor,Img-5532.jpg,image/jpeg,/stationbook-files/Z3/A147A/Img-5532.jpg
114274,1,2017-06-19 11:09:05,picture,,,0,,,0,,,,0,Site,DSCN2363.JPG,image/jpeg,/stationbook-files/Z3/A147B/DSCN2363.JPG
114276,1,2017-06-19 11:09:38,picture,,,0,,,0,,,,0,Sensor,DSCN2297.JPG,image/jpeg,/stationbook-files/Z3/A147B/DSCN2297.JPG
114279,1,2017-06-19 11:11:00,picture,,,0,,,0,,,,0,Site,Img-5540.jpg,image/jpeg,/stationbook-files/Z3/A148A/Img-5540.jpg
114281,1,2017-06-19 11:11:35,picture,,,0,,,0,,,,0,Sensor,Img-5550.jpg,image/jpeg,/stationbook-files/Z3/A148A/Img-5550.jpg
114286,1,2017-06-19 11:13:34,picture,,,0,,,0,,,,0,Sensor,DSCN2382.JPG,image/jpeg,/stationbook-files/Z3/A148B/DSCN2382.JPG
114288,1,2017-06-19 11:14:00,picture,,,0,,,0,,,,0,Site,DSCN2373.JPG,image/jpeg,/stationbook-files/Z3/A148B/DSCN2373.JPG
